zz_kbcx_courseNumber,zzm_courseTitle_noEdit,zzd_semester,zzd_year,zzd_keywords,zze_courseURL
11.501,Introduction to Technology and Cities,Fall,2002,"GIS, E-Government, information and communication technology, metropolitan information infrastructures, urban modeling and visualization, e-government, collaborative planning, and cyber communities, ICT, neighborhood, community, urban planning, IT",https://ocw.mit.edu/courses/urban-studies-and-planning/11-501-introduction-to-technology-and-cities-fall-2002
11.520,A Workshop on Geographic Information Systems,Fall,2005,GIS; Spatial Database Management; Geographic Information Systems; ArcView; census; SQL; databases; urban planning; community planning; spatial analysis,https://ocw.mit.edu/courses/urban-studies-and-planning/11-520-a-workshop-on-geographic-information-systems-fall-2005
11.521,Spatial Database Management and Advanced Geographic Information Systems,Spring,2003,"GIS, Spatial Database Management, Geographic Information Systems, ArcView, census, SQL, databases, urban planning, community planning, spatial analysis",https://ocw.mit.edu/courses/urban-studies-and-planning/11-521-spatial-database-management-and-advanced-geographic-information-systems-spring-2003
11.522,Research Seminar on Urban Information Systems,Fall,2005,communication technologies; geographic information systems; multimedia technologies; institutional analysis; prototyping; urban planning tools; metropolitan information infrastructure; emergent technological infrastructure; representing urban knowledge; ,https://ocw.mit.edu/courses/urban-studies-and-planning/11-522-research-seminar-on-urban-information-systems-fall-2005
11.601,Introduction to Environmental Policy and Planning,Fall,2016,"environmental policy, environmental planning, environment, policymaking, environmental ethics, ethics, environmental analysis, environmental impact assessment, sustainability analysis, energy planning, energy",https://ocw.mit.edu/courses/urban-studies-and-planning/11-601-introduction-to-environmental-policy-and-planning-fall-2016
11.701,Introduction to Planning & Institutional Processes in Developing Countries,Fall,2003,"developing-country governments; international organizations; NGOs; economies of scale; diseconomies of scale; international development planning; externality; historical advances in developing and developing countries; interaction between planners and institutions; decentralization, provision of low-cost housing, new-town development",https://ocw.mit.edu/courses/urban-studies-and-planning/11-701-introduction-to-planning-institutional-processes-in-developing-countries-fall-2003
11.701,Introduction to International Development Planning,Fall,2011,"international development; colonialism, imperialism, human rights, global, state,  markets, NGOs, social movements, urban, rural, migration,trade, outsourcing, corruption, aid, poverty, global, security, conflict, state intervention, governance, law, privatization, participatory planning, decentralization, civil service, labor, post-conflict",https://ocw.mit.edu/courses/urban-studies-and-planning/11-701-introduction-to-international-development-planning-fall-2011
11.800,Doctoral Research Seminar: Knowledge in the Public Arena,Spring,2007,research knowledge; public policy and practice; policymaking; framing; agenda-setting; knowledge diffusion; knowledge and influence networks; deliberation; decision-making; action; public values; political interests; ethical obligations,https://ocw.mit.edu/courses/urban-studies-and-planning/11-800-doctoral-research-seminar-knowledge-in-the-public-arena-spring-2007
11.902,Advanced Urban Public Finance: Collective Action and Provisions of Local Public Goods,Spring,2009,"Advanced, Urban, Public Finance, Collective Action and Provisions of Local Public Goods, Machine, Technology, Globalization, Cities,  Culturing Life, Economic Reform, Public Policy, Education, Social Movement, Current Crises, Nation, Economy, Social Science Analysis, Social Reform, Economic Data, Suburban, Neighborhood Composition, Infrastructure Development, Changing Federal Policies, Wealth Transfer, Social Groups, Data. ",https://ocw.mit.edu/courses/urban-studies-and-planning/11-902-advanced-urban-public-finance-collective-action-and-provisions-of-local-public-goods-spring-2009
11.914,Planning Communication,Spring,2007,effective communication; policy; public; persuasive; presentation skills; public speaking; analysis; policy analysis; writing; diagnostic; oral briefing; grammar; memo writing; memo structure; paragraph; revision; cogence; writing analysis,https://ocw.mit.edu/courses/urban-studies-and-planning/11-914-planning-communication-spring-2007
11.941,"Use of Joint Fact Finding in Science Intensive Policy Disputes, Part I",Fall,2003,ecosystems; natural resources management; environmental policy-making; science organizations; science; decision-making; science agencies; U.S. Geological Survey; environmental conflicts; Cape Wind controversy; disputes,https://ocw.mit.edu/courses/urban-studies-and-planning/11-941-use-of-joint-fact-finding-in-science-intensive-policy-disputes-part-i-fall-2003
11.941,"Disaster, Vulnerability and Resilience",Spring,2005,natural disaster; environment; risk; risk management; vulnerability; resilience; global warming; rebuilding; risk reduction; nature; hazard; hazard reduction; disaster policy; agenda setting; community vulnerability; climate instability; public trust; reflective practice; resilient cities,https://ocw.mit.edu/courses/urban-studies-and-planning/11-941-disaster-vulnerability-and-resilience-spring-2005
11.941,Urban Climate Adaptation,Spring,2011,"climate change, urban, urban vulnerability, adaptation, climate, urban planning, environment, resiliency, city, community",https://ocw.mit.edu/courses/urban-studies-and-planning/11-941-urban-climate-adaptation-spring-2011
11.941,Learning by Comparison: First World/Third World Cities,Fall,2008,"urban studies, first third, world, comparison, city, globalization, multicultural, qualitative methods, quantitative methods, cultural analysis, urban, comparative case studies, policy",https://ocw.mit.edu/courses/urban-studies-and-planning/11-941-learning-by-comparison-first-world-third-world-cities-fall-2008
11.942,"Use of Joint Fact Finding in Science Intensive Policy Disputes, Part II",Spring,2004,role-play simulation; policymakers; Cape Wind controversy; wind farms; windfarm; ecosystems; natural resources management; environmental policy-making; science organizations; science; decision-making; science agencies; National Environmental Policy Act; NEPA,https://ocw.mit.edu/courses/urban-studies-and-planning/11-942-use-of-joint-fact-finding-in-science-intensive-policy-disputes-part-ii-spring-2004
11.942,Regional Energy-Environmental Economic Modeling,Spring,2007,regional energy environmental modeling; policies; microeconomics; economic modeling; economic modeling techniques; input-output; general equilibrium; linear programming; logit; regression; green accounting; spatial energy demand; spatial energy supply; energy forecast; regional energy prices; regional energy consumption; regional energy production,https://ocw.mit.edu/courses/urban-studies-and-planning/11-942-regional-energy-environmental-economic-modeling-spring-2007
